City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,fortuna,40.5982,-124.1573,13.88,94,100,0.0,US,1696997135
84,pontes e lacerda,-15.2261,-59.3353,26.32,61,24,1.1,BR,1696997135
85,koulikoro,14.0,-7.75,26.4,47,37,3.21,ML,1696997136
86,yellowknife,62.456,-114.3525,11.29,90,20,4.63,CA,1696996538
87,aasiaat,68.7098,-52.8699,-1.72,95,100,0.33,GL,1696996536
88,karagandy,49.8019,73.1021,7.97,57,93,6.59,KZ,1696997136
89,barreirinhas,-2.7469,-42.8264,26.53,79,30,6.54,BR,1696996849
90,naze,28.3667,129.4833,25.51,61,80,7.26,JP,1696997136
91,thompson,55.7435,-97.8558,-0.91,93,20,1.54,CA,1696997137
92,chinhoyi,-17.3667,30.2,19.75,52,41,3.84,ZW,1696997137
93,genet,9.0667,38.5,14.51,68,75,0.51,ET,1696997137
94,tsuma,32.1,131.4,23.97,54,100,2.23,JP,1696997137
95,mizunami,35.3667,137.25,21.07,56,100,0.8,JP,1696997137
96,bardai,11.65,7.2333,23.52,40,29,3.06,NG,1696997138
97,susuman,62.7833,148.1667,-8.34,76,100,0.89,RU,1696997138
98,horta,38.5333,-28.6333,20.57,88,82,7.15,PT,1696997138
99,dakhla,23.6848,-15.958,24.05,47,0,6.0,EH,1696997138
100,qaqortoq,60.7167,-46.0333,4.77,59,96,0.54,GL,1696997138
101,pisco,-13.7,-76.2167,19.03,82,25,6.69,PE,1696996471
102,lospalos,-8.5186,127.0025,28.73,51,79,5.27,TL,1696996580
103,iskateley,67.6803,53.1512,1.12,76,87,4.02,RU,1696997139
104,edinburgh of the seven seas,-37.0676,-12.3116,13.4,94,100,7.87,SH,1696997139
105,constantia,44.1833,28.65,6.5,55,13,2.98,RO,1696997139
106,antalaha,-14.9003,50.2788,23.33,78,100,1.74,MG,1696997140
107,luderitz,-26.6481,15.1594,13.8,92,89,4.14,NA,1696997140
108,darab,28.7519,54.5444,27.18,18,0,0.91,IR,1696997140
109,leticia,-4.2153,-69.9406,26.03,94,20,2.06,CO,1696997140
110,lhokseumawe,5.1801,97.1507,29.76,67,72,2.13,ID,1696997141
111,vila velha,-20.3297,-40.2925,22.97,90,75,3.13,BR,1696997108
112,port augusta,-32.5,137.7667,33.15,16,0,8.97,AU,1696997141
113,hailar,49.2,119.7,14.95,36,66,0.9,CN,1696997141
114,knyaze-volkonskoye,48.4642,135.4567,17.19,36,2,5.81,RU,1696996552
115,kerikeri,-35.2268,173.9474,18.28,69,37,2.24,NZ,1696996554
116,boa vista,2.8197,-60.6733,29.99,54,0,2.57,BR,1696996842
117,utrik,11.2278,169.8474,28.11,72,90,5.17,MH,1696997142
118,leo,11.1,-2.1,23.79,80,91,2.45,BF,1696997142
119,badger,64.8,-147.5333,-2.58,87,75,3.09,US,1696997142
120,tanout,14.9709,8.8879,27.2,21,24,4.81,NE,1696997142
121,igarka,67.4667,86.5833,1.49,97,100,9.78,RU,1696997143
122,san patricio,28.017,-97.5169,22.13,90,100,2.78,US,1696997143
123,stephenville,32.2207,-98.2023,21.8,67,0,4.12,US,1696997120
124,aracati,-4.5617,-37.7697,25.56,73,3,5.26,BR,1696997143
125,tiksi,71.6872,128.8694,-8.76,98,98,1.42,RU,1696997143
126,nyurba,63.2842,118.3319,9.5,72,100,5.81,RU,1696997143
127,whitehorse,60.7161,-135.0538,6.43,74,75,1.54,CA,1696996893
128,geraldton,-28.7667,114.6,22.23,33,0,7.72,AU,1696997144
129,college,64.8569,-147.8028,-2.53,88,75,3.09,US,1696997144
130,bredasdorp,-34.5322,20.0403,15.53,78,98,3.61,ZA,1696997144
131,muisne,0.6,-80.0333,24.39,85,100,2.27,EC,1696997144
132,fale old settlement,-9.3852,-171.2468,28.43,76,97,3.17,TK,1696996547
133,sarrebourg,48.7333,7.05,13.22,57,26,2.89,FR,1696997022
134,cardigan,52.0847,-4.6591,16.96,98,100,6.04,GB,1696997145
135,salmon arm,50.6998,-119.3024,13.57,87,100,0.0,CA,1696997111
136,bonares,37.3027,-6.6919,20.11,78,88,1.42,ES,1696997145
137,undurkhaan,47.3194,110.6556,11.5,41,8,2.64,MN,1696997145
138,nova sintra,14.8667,-24.7167,23.78,77,100,2.99,CV,1696997145
139,cienega de flores,25.95,-100.1833,20.84,100,100,2.57,MX,1696997145
140,lebu,-37.6167,-73.65,8.32,78,7,7.1,CL,1696996885
141,bor,56.3567,44.0669,3.89,81,73,2.95,RU,1696997146
142,island harbour,50.724,-1.2758,17.18,94,95,2.68,GB,1696997146
143,uturoa,-16.7333,-151.4333,26.38,80,27,5.89,PF,1696997146
144,papao,-17.75,-149.55,27.82,82,9,4.79,PF,1696997146
145,valparaiso,-33.0393,-71.6273,10.8,81,40,3.09,CL,1696997147
146,nizhnegorskiy,45.4479,34.7384,6.5,61,59,2.4,UA,1696997147
147,barranca,-10.75,-77.7667,18.1,89,91,3.5,PE,1696997147
148,prince rupert,54.3161,-130.3201,11.83,92,100,1.03,CA,1696996577
149,ta`u,-14.2336,-169.5144,26.67,83,37,9.28,AS,1696997148
150,taos,36.4072,-105.5731,10.81,49,0,2.57,US,1696997148
151,mhamid,29.82,-5.72,22.28,33,85,1.91,MA,1696997148
152,saipan,15.1355,145.701,29.39,84,100,8.75,MP,1696997148
153,mancio lima,-7.6142,-72.8958,25.04,94,0,0.0,BR,1696997148
154,gaigeturi,33.4644,126.3183,22.03,64,20,8.75,KR,1696997149
155,fada,9.5667,8.3,20.24,92,94,0.07,NG,1696997149
156,haiku-pauwela,20.9219,-156.3051,25.02,71,20,5.66,US,1696997149
157,arawa,-6.2132,155.5367,30.49,66,100,1.92,PG,1696997149
158,ambon,-3.6954,128.1814,30.08,66,20,2.57,ID,1696997150
159,chui,-33.6971,-53.4616,15.11,97,82,2.88,UY,1696997150
160,hamilton,39.1834,-84.5333,10.43,75,1,0.89,US,1696996853
161,petropavlovsk-kamchatsky,53.0452,158.6483,9.33,57,40,8.94,RU,1696997151
162,leognan,44.7355,-0.5974,12.03,94,100,1.03,FR,1696997151
163,la'ie,21.6477,-157.9253,27.98,72,67,2.24,US,1696996566
164,nizhneudinsk,54.9076,99.0276,13.34,54,59,1.79,RU,1696997151
165,nassau,40.7507,-73.5829,15.6,79,0,0.0,US,1696997151
166,punta arenas,-53.15,-70.9167,6.06,70,75,12.35,CL,1696997101
167,aykhal,66.0,111.5,5.59,92,100,13.41,RU,1696997151
168,ierapetra,35.01,25.7353,23.41,45,0,1.79,GR,1696997152
169,saint-philippe,-21.3585,55.7679,24.77,67,51,1.09,RE,1696996917
170,inari,68.906,27.0288,-6.89,81,98,1.37,FI,1696997152
171,dudinka,69.4058,86.1778,1.49,93,100,6.71,RU,1696997152
172,alofi,-19.0595,-169.9187,24.94,61,40,6.69,NU,1696996913
173,wajir,1.7471,40.0573,23.98,73,0,2.06,KE,1696997152
174,farrukhnagar,17.0778,78.2011,28.84,60,14,3.96,IN,1696997153
175,salida,37.7058,-121.0849,20.08,66,100,5.66,US,1696997153
176,san antonio de pale,-1.4014,5.6325,25.47,85,100,6.61,GQ,1696996907
177,bereznik,62.8551,42.7072,-1.75,95,18,1.96,RU,1696997153
178,nadi,-17.8,177.4167,27.0,61,20,6.17,FJ,1696997153
179,dolhasca,47.4333,26.6,4.15,72,49,2.55,RO,1696997154
180,ravenna,44.4167,11.9833,18.66,96,9,1.31,IT,1696997110
181,sake,-1.5736,29.045,16.97,95,98,1.4,CD,1696997154
182,bahia de kino,28.8333,-111.9333,27.18,76,0,4.34,MX,1696996866
183,lensk,60.7253,114.9278,12.62,66,100,4.92,RU,1696997154
184,bogale,16.2833,95.4,29.43,73,69,2.51,MM,1696997155
185,oban,56.4127,-5.4706,8.54,70,99,8.46,GB,1696996905
186,kununurra,-15.7667,128.7333,38.99,18,54,4.63,AU,1696997155
187,navolato,24.7672,-107.6944,25.1,79,73,2.38,MX,1696997155
188,puerto ayora,-0.7393,-90.3518,24.19,94,20,3.13,EC,1696997155
189,taupo,-38.6833,176.0833,13.93,44,2,5.98,NZ,1696997156
190,tazovsky,67.4667,78.7,3.81,94,100,7.61,RU,1696997156
191,oranjemund,-28.55,16.4333,13.8,95,41,1.35,NA,1696997156
192,rio grande,-32.035,-52.0986,17.69,93,6,5.9,BR,1696996949
193,enewetak,11.3474,162.3373,28.84,72,87,5.81,MH,1696997157
194,hadibu,12.65,54.0333,27.52,75,68,0.41,YE,1696996579
195,altay,47.8667,88.1167,17.48,35,1,1.53,CN,1696997157
196,pacific grove,36.6177,-121.9166,17.59,85,100,1.54,US,1696997157
197,kone,-21.0595,164.8658,22.26,69,97,2.47,NC,1696997157
198,ust-nera,64.5667,143.2,-7.1,96,100,1.79,RU,1696997157
199,puerto san jose,13.9256,-90.8244,26.11,88,100,1.7,GT,1696997158
200,bubaque,11.2833,-15.8333,26.72,81,100,3.89,GW,1696997158
201,sijunjung,-0.6876,100.9537,29.32,70,92,1.55,ID,1696997158
202,kapa'a,22.0752,-159.319,27.99,79,75,6.17,US,1696997158
203,gaspe,48.8334,-64.4819,9.95,93,0,2.57,CA,1696997158
204,gizo,-8.103,156.8419,28.99,76,91,3.09,SB,1696997158
205,cafayate,-26.073,-65.9761,20.71,44,6,0.73,AR,1696997159
206,thabazimbi,-24.5917,27.4116,21.88,48,100,0.89,ZA,1696997159
207,keflavik,64.0049,-22.5624,4.24,70,75,11.32,IS,1696997159
208,usinsk,65.9939,57.5281,2.26,76,100,10.73,RU,1696997159
209,korla,41.7597,86.1469,18.98,34,20,1.48,CN,1696997159
210,yazd,31.8972,54.3675,20.06,24,0,2.06,IR,1696997159
211,monticello,45.3055,-93.7941,6.79,85,0,0.0,US,1696997143
212,howrah,22.5892,88.3103,33.0,58,20,2.57,IN,1696997160
213,tralee,52.2704,-9.7026,14.98,99,100,1.34,IE,1696997160
214,vilyuchinsk,52.9306,158.4028,10.15,53,10,5.61,RU,1696997160
215,kapshagay,43.8833,77.0833,22.18,22,60,1.58,KZ,1696997160
216,letterkenny,54.95,-7.7333,9.64,76,100,4.58,IE,1696997161
217,thinadhoo,0.5333,72.9333,27.63,78,91,7.01,MV,1696997161
218,port elizabeth,-33.918,25.5701,16.16,96,100,1.03,ZA,1696996885
219,kankan,10.3854,-9.3057,21.47,97,85,1.15,GN,1696997161
220,grand falls-windsor,48.9332,-55.6649,12.5,90,100,1.34,CA,1696997161
221,sur,22.5667,59.5289,31.0,51,0,1.58,OM,1696997161
222,happy valley-goose bay,53.3168,-60.3315,11.17,87,100,1.54,CA,1696997162
223,kenai,60.5544,-151.2583,5.05,75,100,1.54,US,1696997162
224,chernyshevskiy,63.0128,112.4714,9.96,78,100,7.32,RU,1696997162
225,kodiak,57.79,-152.4072,3.32,59,9,1.91,US,1696997162
226,polyarnyy,69.1989,33.4478,-1.51,87,10,3.17,RU,1696997163
227,sorong,-0.8833,131.25,29.98,66,65,5.24,ID,1696997163
228,pimentel,-6.8367,-79.9342,19.16,88,75,7.2,PE,1696997163
229,mizan teferi,6.9833,35.5833,16.67,95,93,1.21,ET,1696997163
230,brisas de zicatela,15.8369,-97.0419,26.29,65,75,1.03,MX,1696997164
231,tosontsengel,48.7567,98.2839,6.41,65,17,1.0,MN,1696997164
232,minas de marcona,-15.2119,-75.1103,13.7,87,65,5.78,PE,1696997164
233,tabou,4.423,-7.3528,24.53,92,95,2.53,CI,1696997164
234,kavaratti,10.5669,72.642,28.36,60,100,2.44,IN,1696997165
235,faya-largeau,17.9257,19.1043,28.28,27,60,9.66,TD,1696997165
236,tughyl,47.7252,84.2063,14.36,60,0,1.69,KZ,1696997165
237,pandan,14.0453,124.1694,29.81,69,100,3.41,PH,1696997166
238,kidal,18.4411,1.4078,27.24,17,7,4.3,ML,1696996578
239,gurlan,41.8447,60.3919,12.95,35,1,6.57,UZ,1696997166
240,remire-montjoly,4.9167,-52.2667,24.02,94,20,0.0,GF,1696997166
241,kourou,5.1552,-52.6478,24.03,83,0,3.11,GF,1696997166
242,fortaleza,-3.7227,-38.5247,27.34,74,40,6.17,BR,1696997166
243,westport,41.1415,-73.3579,12.51,84,0,1.54,US,1696997130
244,alice springs,-23.7,133.8833,30.75,10,0,2.06,AU,1696997167
245,port mathurin,-19.6833,63.4167,23.45,73,63,6.49,MU,1696997167
246,glace bay,46.1969,-59.957,11.09,96,75,3.09,CA,1696997062
247,buka,40.8108,69.1986,20.63,25,4,3.69,UZ,1696997167
248,cabo san lucas,22.8909,-109.9124,27.64,84,6,4.48,MX,1696996801
249,labrador city,52.9463,-66.9114,7.95,93,100,2.57,CA,1696997168
250,itoman,26.1247,127.6694,29.43,57,20,7.72,JP,1696997168
251,flying fish cove,-10.4217,105.6791,26.82,89,100,5.14,CX,1696997168
252,carnarvon,-24.8667,113.6333,26.25,38,61,9.69,AU,1696997168
253,kuchera,26.9839,73.9719,29.78,46,0,5.2,IN,1696997168
254,barra de santo antonio,-9.4047,-35.5072,22.6,81,76,1.7,BR,1696996916
255,boone,39.0334,-92.3335,15.85,66,1,2.21,US,1696997144
256,lamu,-2.2717,40.902,23.12,80,76,4.69,KE,1696997169
257,chilecito,-29.1619,-67.4974,18.56,25,0,2.64,AR,1696997169
258,marka,1.7159,44.7717,26.33,82,47,5.93,SO,1696997169
259,al hufuf,25.3646,49.5653,26.19,25,0,1.54,SA,1696997169
260,kuqa,41.7278,82.9364,18.61,37,0,1.41,CN,1696997170
261,ilulissat,69.2167,-51.1,-1.99,93,100,0.0,GL,1696997170
262,mana,5.6592,-53.7767,25.8,85,0,3.66,GF,1696997170
263,smara,26.7384,-11.6719,24.49,23,0,2.96,EH,1696997170
264,port lincoln,-34.7333,135.8667,22.55,43,90,11.36,AU,1696996959
265,la libertad,-2.2333,-80.9,22.81,88,20,2.57,EC,1696997171
266,manokwari,-0.8667,134.0833,28.48,74,68,1.7,ID,1696997171
267,nyazepetrovsk,56.0531,59.6028,2.21,90,100,2.24,RU,1696997171
268,illizi,26.4833,8.4667,19.89,32,1,5.25,DZ,1696997171
269,niquero,20.0431,-77.5828,27.69,84,95,3.25,CU,1696997171
270,north elba,44.2434,-73.9543,6.3,85,95,1.96,US,1696997172
271,naifaru,5.4444,73.3657,27.0,81,96,5.61,MV,1696997172
272,andradas,-22.0681,-46.5692,18.5,83,12,2.96,BR,1696996889
273,muang xay,20.7,101.9833,29.64,49,71,1.15,LA,1696997172
274,ola,59.5833,151.2833,1.19,79,99,1.46,RU,1696997172
275,dedovichi,57.5517,29.9502,4.88,82,99,5.93,RU,1696997172
276,touros,-5.1989,-35.4608,25.39,77,13,6.1,BR,1696997173
277,cao bang,22.6667,106.25,27.5,52,49,1.56,VN,1696997173
278,labytnangi,66.6572,66.4183,1.61,82,87,3.6,RU,1696997173
279,port hedland,-20.3167,118.5667,40.03,5,1,5.14,AU,1696997173
280,newman,37.3138,-121.0208,19.05,58,34,2.14,US,1696997173
281,codrington,-38.2667,141.9667,27.91,28,59,8.76,AU,1696997173
282,afaahiti,-17.75,-149.2833,26.93,85,22,4.64,PF,1696997174
283,praia da vitoria,38.7333,-27.0667,20.98,83,20,8.3,PT,1696997174
284,playa del ingles,27.7567,-15.5787,28.55,20,4,0.45,ES,1696997174
285,al jawf,29.5,38.75,20.61,66,36,3.24,SA,1696997174
286,bel ombre,-4.6167,55.4167,25.91,89,40,1.54,SC,1696997174
287,mar del plata,-38.0023,-57.5575,11.16,80,0,5.14,AR,1696997174
288,cole harbour,44.6724,-63.4751,11.71,90,0,2.06,CA,1696997175
289,volchikha,52.0333,80.3833,16.66,45,98,3.58,RU,1696997175
290,kalmunai,7.4167,81.8167,28.75,72,28,4.31,LK,1696997175
291,bintulu,3.1667,113.0333,32.23,70,40,1.54,MY,1696997175
292,nar'yan-mar,67.6713,53.087,1.17,76,90,4.02,RU,1696997176
293,nili,33.7218,66.1302,17.22,15,0,2.22,AF,1696997176
294,inirida,3.8653,-67.9239,21.75,96,100,1.52,CO,1696997176
295,banda aceh,5.5577,95.3222,28.89,72,100,3.13,ID,1696997176
296,dolisie,-4.1997,12.6739,22.95,89,99,0.99,CG,1696997176
297,ulanhot,46.0833,122.0833,18.71,32,20,1.11,CN,1696997177
298,slavyanka,42.8633,131.3847,16.73,37,0,1.7,RU,1696997177
299,taoudenni,22.6783,-3.9836,26.89,21,27,5.08,ML,1696997177
300,ciudad cuauhtemoc,22.1833,-97.8333,26.06,83,75,2.61,MX,1696997177
301,kas,36.2018,29.6377,22.38,52,0,1.93,TR,1696997178
302,nguigmi,14.2495,13.1092,29.93,33,52,6.01,NE,1696997178
303,estevan,49.1334,-102.9842,7.11,70,0,6.17,CA,1696996930
304,guatrache,-37.6678,-63.5302,7.21,68,15,8.57,AR,1696997178
305,tura,25.5198,90.2201,28.66,65,19,0.61,IN,1696997178
306,saint-felicien,48.6501,-72.4491,9.38,76,100,2.06,CA,1696997178
307,bikenibeu village,1.3673,173.1241,31.98,66,75,2.06,KI,1696997179
308,san nicolas,18.1725,120.5953,32.95,66,75,2.57,PH,1696997179
309,fisterra,42.9049,-9.2629,19.54,62,100,3.39,ES,1696997179
310,al bawiti,28.3492,28.8659,18.76,81,3,2.27,EG,1696997179
311,muroto-misakicho,33.2833,134.15,21.62,50,100,1.73,JP,1696997180
312,kapit,2.0167,112.9333,34.06,49,65,0.33,MY,1696997180
313,zouerate,22.7187,-12.4521,27.02,16,0,6.81,MR,1696997180
314,sal rei,16.1833,-22.9167,26.39,78,43,4.18,CV,1696997180
315,novodvinsk,64.4165,40.8122,-0.12,91,24,2.76,RU,1696996582
316,east stroudsburg,40.9995,-75.1813,11.79,85,39,0.43,US,1696997181
317,la passe,45.5549,-0.8967,14.43,73,0,2.12,FR,1696997181
318,poronaysk,49.2167,143.1167,12.94,39,1,2.72,RU,1696997181
319,mitu,1.1983,-70.1733,22.75,99,83,1.19,CO,1696996980
320,tsiombe,-25.3,45.4833,20.99,80,98,4.69,MG,1696997181
321,fredericton,45.9454,-66.6656,9.58,93,100,1.54,CA,1696996923
322,ulsteinvik,62.3432,5.8487,9.86,86,92,8.49,NO,1696996882
323,jayapura,-2.5333,140.7,33.66,65,100,2.88,ID,1696997182
324,tshikapa,-6.4167,20.8,21.04,96,98,0.98,CD,1696997183
325,itanhem,-17.1664,-40.33,20.7,96,13,2.02,BR,1696997098
326,west bay,19.3667,-81.4167,28.04,93,75,2.24,KY,1696997183
327,liman,48.9884,37.8023,0.05,80,0,3.04,UA,1696997183
328,nuuk,64.1835,-51.7216,-0.66,100,100,0.0,GL,1696997184
329,masterton,-40.9597,175.6575,13.27,48,27,3.37,NZ,1696997184
330,tolanaro,-25.0319,46.9987,21.04,88,75,3.09,MG,1696997184
331,porto velho,-8.7619,-63.9039,26.03,78,20,1.54,BR,1696996969
332,sao joao da barra,-21.6403,-41.0511,21.87,86,100,2.04,BR,1696997161
333,kingston,17.997,-76.7936,29.53,75,20,4.63,JM,1696997112
334,long beach,33.767,-118.1892,20.54,87,75,2.06,US,1696996946
335,al hamul,31.3115,31.1477,20.9,72,100,2.66,EG,1696997185
336,halapitan,7.9175,125.33,27.08,83,100,1.88,PH,1696997185
337,lompoc,34.6391,-120.4579,15.99,85,75,9.83,US,1696997186
338,urangan,-25.3,152.9,23.68,56,1,5.17,AU,1696997186
339,khasab,26.1799,56.2477,32.35,53,0,1.92,OM,1696997186
340,dhidhdhoo,6.8833,73.1,27.51,75,96,2.5,MV,1696997186
341,queenstown,-31.8976,26.8753,10.49,90,42,0.36,ZA,1696997186
342,pyapon,16.2833,95.6833,29.26,74,76,2.51,MM,1696997187
343,dryden,49.7833,-92.7503,6.16,87,100,3.09,CA,1696997187
344,paracuru,-3.41,-39.0306,27.28,76,12,6.97,BR,1696997187
345,rongelap,11.1635,166.8941,28.41,70,97,5.23,MH,1696997188
346,noumea,-22.2763,166.4572,22.99,78,95,6.59,NC,1696996707
347,huarmey,-10.0681,-78.1522,18.99,89,59,4.69,PE,1696997126
348,novoarkhanhel's'k,48.658,30.8182,2.25,79,97,1.02,UA,1696997189
349,nemuro,43.3236,145.575,12.53,57,75,5.5,JP,1696997190
350,imbituba,-28.24,-48.6703,17.02,95,20,5.67,BR,1696996991
351,akjoujt,19.6969,-14.4164,30.5,15,52,4.78,MR,1696997192
352,gambiran satu,-8.3939,114.1464,32.82,37,82,3.49,ID,1696997192
353,shache,38.4167,77.2406,19.78,28,55,2.27,CN,1696997192
354,domusnovas,39.3219,8.6486,18.58,43,0,0.18,IT,1696997193
355,port hueneme,34.1478,-119.1951,18.86,85,20,4.12,US,1696996931
356,kirando,-7.4167,30.6,24.63,55,89,2.04,TZ,1696997193
357,lorengau,-2.0226,147.2712,29.49,71,99,4.21,PG,1696997193
358,yuzhno-kurilsk,44.0306,145.8556,11.88,88,26,7.96,RU,1696997193
359,alaghsas,17.0187,8.0168,27.4,16,0,5.42,NE,1696997194
360,lae,-6.7221,146.9847,29.37,74,91,2.75,PG,1696997194
361,sao felix do xingu,-6.6447,-51.995,26.85,52,62,0.1,BR,1696997195
362,mala,-12.6581,-76.6308,18.84,87,73,3.6,PE,1696997199
363,douz,33.4663,9.0203,19.77,59,0,2.21,TN,1696997201
364,paciran,-6.8767,112.3761,31.19,55,91,4.0,ID,1696997201
365,tubarjal,30.4999,38.216,21.1,60,50,5.9,SA,1696997202
366,mount gambier,-37.8333,140.7667,29.35,24,28,6.36,AU,1696997202
